review_score,review_count,price,address,image,star,Pool,No_smoking_room,Families_room,Room_service,Free_parking,Breakfast,24h_front_desk,Airport_shuttle,Staff,Facilities,Cleanliness,Comfort,Affordable,Location,Wifi
7.2,178,250000,Quận Bình Thạnh,https://cf.bstatic.com/xdata/images/hotel/square200/480486575.jpg?k=7bc2032a16604c67c8cac6e2c1cceb9c5540ed9505017a66c48df75de8692b26&o=,0,1,1,1,0,1,1,0,0,8.1,7.2,7.1,7.2,7.9,7.8,7.8
8.8,6,250000,Quận 12,https://cf.bstatic.com/xdata/images/hotel/square200/502418580.jpg?k=7000b824274381238972f2b9a2f08b4a8ae037f8ec372934f0b77695178cbf86&o=,0,1,1,1,1,1,0,1,0,9.1,9.4,9.4,9.1,9.4,8.9,
7.4,66,255000,Quận Bình Tân,https://cf.bstatic.com/xdata/images/hotel/square200/177694196.jpg?k=f3b635d5d14712828739bacc7b8797f738ce412b73435c02c4a0004f2062c6fa&o=,0,1,1,1,1,1,0,1,1,7.9,7.1,7.3,7.3,7.6,8.0,6.3
8.0,348,258000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square200/370558283.jpg?k=233f045b9a89dfd17a6ad459e820fcd949be690d2a228784e75008a5643c383e&o=,0,1,0,0,0,0,0,0,0,8.6,7.8,8.2,8.0,8.7,9.0,9.8
8.0,343,260000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square200/479060977.jpg?k=4683ba2a9dc3a939b638f0c664b2d957b7b837da330a50512a057e60207e92a0&o=,0,1,0,1,0,1,1,1,1,8.8,8.1,8.2,8.3,8.8,9.3,9.6
6.2,8,260000,Quận 2,https://cf.bstatic.com/xdata/images/hotel/square200/494263238.jpg?k=e81b2c306208078886e260963940b41317caaa5161ea9fc5862c6cc1be2b9829&o=,0,1,0,0,0,1,0,1,0,7.5,6.3,6.6,6.6,6.9,8.4,
8.5,482,275000,Quận Phú Nhuận,https://cf.bstatic.com/xdata/images/hotel/square200/506023961.jpg?k=e7cd581dc3e1ba9e54fb2b8a6971d7d2ffa1bf1e1ef8279f81050d9126dc0f4e&o=,0,1,0,0,0,1,0,0,0,9.2,8.5,8.5,8.5,9.0,8.4,8.9
6.7,75,279000,Quận Bình Thạnh,https://cf.bstatic.com/xdata/images/hotel/square200/480735719.jpg?k=5c0b6c14cecd00b760777429c576611155aabbce219bb11b8dffc567e0482610&o=,0,1,0,1,1,1,1,1,1,8.7,7.0,7.0,7.0,7.7,8.0,6.7
8.2,22,280000,Quận Gò Vấp,https://cf.bstatic.com/xdata/images/hotel/square200/484754702.jpg?k=2fcfce93ba1aacfc2f89c1e27d3e1046dc6510d7a7fbd873ea8100c022d2dedd&o=,0,0,0,0,0,0,0,0,0,,,,,,,
5.2,16,280000,Quận Bình Thạnh,https://cf.bstatic.com/xdata/images/hotel/square200/354323517.jpg?k=2443c8a07f9e931f2450a6875f62c43096448d17d9a00ba05794884fafbb8815&o=,0,1,0,0,1,0,0,0,0,6.7,5.0,5.2,6.4,5.9,7.0,
6.4,270,170000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square200/220327546.jpg?k=4355e49c25eebc433d1bd88cffc983d56702265d987377786cbe53805d0df30c&o=,0,1,0,1,1,0,0,1,0,7.3,6.5,6.7,6.5,7.6,7.9,7.5
8.5,156,180000,Quận Tân Bình,https://cf.bstatic.com/xdata/images/hotel/square200/469652243.jpg?k=d6897bedfc18141f215b400b334ddaf9c48ab3b57005643c157bd33a39f763a1&o=,0,1,0,0,1,1,1,1,0,9.6,8.2,8.2,8.2,9.1,9.4,
7.0,18,220000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square200/511934386.jpg?k=ad78006b2555d6903c60ab317bb815c502af4ab8874092e6c7fbb7d1e7517f10&o=,0,1,0,1,1,1,0,1,0,8.5,6.5,6.4,6.6,7.5,8.0,
8.0,274,230000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square200/444936091.jpg?k=12485b7f7ec19065678486c6dfaace3db1ad3029329872e31cb9cfcb0d523eb8&o=,0,1,0,1,1,0,0,0,0,9.2,7.6,7.8,7.8,8.6,9.2,8.1
7.2,178,250000,Quận Bình Thạnh,https://cf.bstatic.com/xdata/images/hotel/square200/480486575.jpg?k=7bc2032a16604c67c8cac6e2c1cceb9c5540ed9505017a66c48df75de8692b26&o=,0,1,1,1,0,1,1,0,0,8.1,7.2,7.1,7.2,7.9,7.8,7.8
8.8,6,250000,Quận 12,https://cf.bstatic.com/xdata/images/hotel/square200/502418580.jpg?k=7000b824274381238972f2b9a2f08b4a8ae037f8ec372934f0b77695178cbf86&o=,0,1,1,1,1,1,0,1,0,9.1,9.4,9.4,9.1,9.4,8.9,
7.4,66,255000,Quận Bình Tân,https://cf.bstatic.com/xdata/images/hotel/square200/177694196.jpg?k=f3b635d5d14712828739bacc7b8797f738ce412b73435c02c4a0004f2062c6fa&o=,0,1,1,1,1,1,0,1,1,7.9,7.1,7.3,7.3,7.6,8.0,6.3
8.0,348,258000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square200/370558283.jpg?k=233f045b9a89dfd17a6ad459e820fcd949be690d2a228784e75008a5643c383e&o=,0,1,0,0,0,0,0,0,0,8.6,7.8,8.2,8.0,8.7,9.0,9.8
8.0,343,260000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square200/479060977.jpg?k=4683ba2a9dc3a939b638f0c664b2d957b7b837da330a50512a057e60207e92a0&o=,0,1,0,1,0,1,1,1,1,8.8,8.1,8.2,8.3,8.8,9.3,9.6
6.2,8,260000,Quận 2,https://cf.bstatic.com/xdata/images/hotel/square200/494263238.jpg?k=e81b2c306208078886e260963940b41317caaa5161ea9fc5862c6cc1be2b9829&o=,0,1,0,0,0,1,0,1,0,7.5,6.3,6.6,6.6,6.9,8.4,
8.5,482,275000,Quận Phú Nhuận,https://cf.bstatic.com/xdata/images/hotel/square200/506023961.jpg?k=e7cd581dc3e1ba9e54fb2b8a6971d7d2ffa1bf1e1ef8279f81050d9126dc0f4e&o=,0,1,0,0,0,1,0,0,0,9.2,8.5,8.5,8.5,9.0,8.4,8.9
6.7,75,279000,Quận Bình Thạnh,https://cf.bstatic.com/xdata/images/hotel/square200/480735719.jpg?k=5c0b6c14cecd00b760777429c576611155aabbce219bb11b8dffc567e0482610&o=,0,1,0,1,1,1,1,1,1,8.7,7.0,7.0,7.0,7.7,8.0,6.7
8.2,22,280000,Quận Gò Vấp,https://cf.bstatic.com/xdata/images/hotel/square200/484754702.jpg?k=2fcfce93ba1aacfc2f89c1e27d3e1046dc6510d7a7fbd873ea8100c022d2dedd&o=,0,0,0,0,0,0,0,0,0,,,,,,,
5.2,16,280000,Quận Bình Thạnh,https://cf.bstatic.com/xdata/images/hotel/square200/354323517.jpg?k=2443c8a07f9e931f2450a6875f62c43096448d17d9a00ba05794884fafbb8815&o=,0,1,0,0,1,0,0,0,0,6.7,5.0,5.2,6.4,5.9,7.0,
6.4,270,170000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square240/220327546.jpg?k=4355e49c25eebc433d1bd88cffc983d56702265d987377786cbe53805d0df30c&o=,0,1,0,1,1,0,0,1,0,7.3,6.5,6.7,6.5,7.6,7.9,7.5
8.5,156,180000,Quận Tân Bình,https://cf.bstatic.com/xdata/images/hotel/square240/469652243.jpg?k=d6897bedfc18141f215b400b334ddaf9c48ab3b57005643c157bd33a39f763a1&o=,0,1,0,0,1,1,1,1,0,9.6,8.2,8.2,8.2,9.1,9.4,
7.0,18,220000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square240/511934386.jpg?k=ad78006b2555d6903c60ab317bb815c502af4ab8874092e6c7fbb7d1e7517f10&o=,0,1,0,1,1,1,0,1,0,8.5,6.5,6.4,6.6,7.5,8.0,
8.0,274,230000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square240/444936091.jpg?k=12485b7f7ec19065678486c6dfaace3db1ad3029329872e31cb9cfcb0d523eb8&o=,0,1,0,1,1,0,0,0,0,9.2,7.6,7.8,7.8,8.6,9.2,8.1
7.2,178,250000,Quận Bình Thạnh,https://cf.bstatic.com/xdata/images/hotel/square240/480486575.jpg?k=7bc2032a16604c67c8cac6e2c1cceb9c5540ed9505017a66c48df75de8692b26&o=,0,1,1,1,0,1,1,0,0,8.1,7.2,7.1,7.2,7.9,7.8,7.8
8.8,6,250000,Quận 12,https://cf.bstatic.com/xdata/images/hotel/square240/502418580.jpg?k=7000b824274381238972f2b9a2f08b4a8ae037f8ec372934f0b77695178cbf86&o=,0,1,1,1,1,1,0,1,0,9.1,9.4,9.4,9.1,9.4,8.9,
7.4,66,255000,Quận Bình Tân,https://cf.bstatic.com/xdata/images/hotel/square240/177694196.jpg?k=f3b635d5d14712828739bacc7b8797f738ce412b73435c02c4a0004f2062c6fa&o=,0,1,1,1,1,1,0,1,1,7.9,7.1,7.3,7.3,7.6,8.0,6.3
8.0,348,258000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square240/370558283.jpg?k=233f045b9a89dfd17a6ad459e820fcd949be690d2a228784e75008a5643c383e&o=,0,1,0,0,0,0,0,0,0,8.6,7.8,8.2,8.0,8.7,9.0,9.8
8.0,343,260000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square240/479060977.jpg?k=4683ba2a9dc3a939b638f0c664b2d957b7b837da330a50512a057e60207e92a0&o=,0,1,0,1,0,1,1,1,1,8.8,8.1,8.2,8.3,8.8,9.3,9.6
6.2,8,260000,Quận 2,https://cf.bstatic.com/xdata/images/hotel/square240/494263238.jpg?k=e81b2c306208078886e260963940b41317caaa5161ea9fc5862c6cc1be2b9829&o=,0,1,0,0,0,1,0,1,0,7.5,6.3,6.6,6.6,6.9,8.4,
8.5,482,275000,Quận Phú Nhuận,https://cf.bstatic.com/xdata/images/hotel/square240/506023961.jpg?k=e7cd581dc3e1ba9e54fb2b8a6971d7d2ffa1bf1e1ef8279f81050d9126dc0f4e&o=,0,1,0,0,0,1,0,0,0,9.2,8.5,8.5,8.5,9.0,8.4,8.9
6.7,75,279000,Quận Bình Thạnh,https://cf.bstatic.com/xdata/images/hotel/square240/480735719.jpg?k=5c0b6c14cecd00b760777429c576611155aabbce219bb11b8dffc567e0482610&o=,0,1,0,1,1,1,1,1,1,8.7,7.0,7.0,7.0,7.7,8.0,6.7
8.2,22,280000,Quận Gò Vấp,https://cf.bstatic.com/xdata/images/hotel/square240/484754702.jpg?k=2fcfce93ba1aacfc2f89c1e27d3e1046dc6510d7a7fbd873ea8100c022d2dedd&o=,0,0,0,0,0,0,0,0,0,,,,,,,
5.2,16,280000,Quận Bình Thạnh,https://cf.bstatic.com/xdata/images/hotel/square240/354323517.jpg?k=2443c8a07f9e931f2450a6875f62c43096448d17d9a00ba05794884fafbb8815&o=,0,1,0,0,1,0,0,0,0,6.7,5.0,5.2,6.4,5.9,7.0,
6.4,270,170000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square240/220327546.jpg?k=4355e49c25eebc433d1bd88cffc983d56702265d987377786cbe53805d0df30c&o=,0,1,0,1,1,0,0,1,0,7.3,6.5,6.7,6.5,7.6,7.9,7.5
8.5,156,180000,Quận Tân Bình,https://cf.bstatic.com/xdata/images/hotel/square240/469652243.jpg?k=d6897bedfc18141f215b400b334ddaf9c48ab3b57005643c157bd33a39f763a1&o=,0,1,0,0,1,1,1,1,0,9.6,8.2,8.2,8.2,9.1,9.4,
7.0,18,220000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square240/511934386.jpg?k=ad78006b2555d6903c60ab317bb815c502af4ab8874092e6c7fbb7d1e7517f10&o=,0,1,0,1,1,1,0,1,0,8.5,6.5,6.4,6.6,7.5,8.0,
8.0,274,230000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square240/444936091.jpg?k=12485b7f7ec19065678486c6dfaace3db1ad3029329872e31cb9cfcb0d523eb8&o=,0,1,0,1,1,0,0,0,0,9.2,7.6,7.8,7.8,8.6,9.2,8.1
7.2,178,250000,Quận Bình Thạnh,https://cf.bstatic.com/xdata/images/hotel/square240/480486575.jpg?k=7bc2032a16604c67c8cac6e2c1cceb9c5540ed9505017a66c48df75de8692b26&o=,0,1,1,1,0,1,1,0,0,8.1,7.2,7.1,7.2,7.9,7.8,7.8
8.8,6,250000,Quận 12,https://cf.bstatic.com/xdata/images/hotel/square240/502418580.jpg?k=7000b824274381238972f2b9a2f08b4a8ae037f8ec372934f0b77695178cbf86&o=,0,1,1,1,1,1,0,1,0,9.1,9.4,9.4,9.1,9.4,8.9,
7.4,66,255000,Quận Bình Tân,https://cf.bstatic.com/xdata/images/hotel/square240/177694196.jpg?k=f3b635d5d14712828739bacc7b8797f738ce412b73435c02c4a0004f2062c6fa&o=,0,1,1,1,1,1,0,1,1,7.9,7.1,7.3,7.3,7.6,8.0,6.3
8.0,348,258000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square240/370558283.jpg?k=233f045b9a89dfd17a6ad459e820fcd949be690d2a228784e75008a5643c383e&o=,0,1,0,0,0,0,0,0,0,8.6,7.8,8.2,8.0,8.7,9.0,9.8
8.0,343,260000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square240/479060977.jpg?k=4683ba2a9dc3a939b638f0c664b2d957b7b837da330a50512a057e60207e92a0&o=,0,1,0,1,0,1,1,1,1,8.8,8.1,8.2,8.3,8.8,9.3,9.6
6.2,8,260000,Quận 2,https://cf.bstatic.com/xdata/images/hotel/square240/494263238.jpg?k=e81b2c306208078886e260963940b41317caaa5161ea9fc5862c6cc1be2b9829&o=,0,1,0,0,0,1,0,1,0,7.5,6.3,6.6,6.6,6.9,8.4,
8.5,482,275000,Quận Phú Nhuận,https://cf.bstatic.com/xdata/images/hotel/square240/506023961.jpg?k=e7cd581dc3e1ba9e54fb2b8a6971d7d2ffa1bf1e1ef8279f81050d9126dc0f4e&o=,0,1,0,0,0,1,0,0,0,9.2,8.5,8.5,8.5,9.0,8.4,8.9
6.7,75,279000,Quận Bình Thạnh,https://cf.bstatic.com/xdata/images/hotel/square240/480735719.jpg?k=5c0b6c14cecd00b760777429c576611155aabbce219bb11b8dffc567e0482610&o=,0,1,0,1,1,1,1,1,1,8.7,7.0,7.0,7.0,7.7,8.0,6.7
8.2,22,280000,Quận Gò Vấp,https://cf.bstatic.com/xdata/images/hotel/square240/484754702.jpg?k=2fcfce93ba1aacfc2f89c1e27d3e1046dc6510d7a7fbd873ea8100c022d2dedd&o=,0,0,0,0,0,0,0,0,0,,,,,,,
5.2,16,280000,Quận Bình Thạnh,https://cf.bstatic.com/xdata/images/hotel/square240/354323517.jpg?k=2443c8a07f9e931f2450a6875f62c43096448d17d9a00ba05794884fafbb8815&o=,0,1,0,0,1,0,0,0,0,6.7,5.0,5.2,6.4,5.9,7.0,
6.4,270,170000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square200/220327546.jpg?k=4355e49c25eebc433d1bd88cffc983d56702265d987377786cbe53805d0df30c&o=,0,1,0,1,1,0,0,1,0,7.3,6.5,6.7,6.5,7.6,7.9,7.5
8.5,156,180000,Quận Tân Bình,https://cf.bstatic.com/xdata/images/hotel/square200/469652243.jpg?k=d6897bedfc18141f215b400b334ddaf9c48ab3b57005643c157bd33a39f763a1&o=,0,1,0,0,1,1,1,1,0,9.6,8.2,8.2,8.2,9.1,9.4,
7.0,18,220000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square200/511934386.jpg?k=ad78006b2555d6903c60ab317bb815c502af4ab8874092e6c7fbb7d1e7517f10&o=,0,1,0,1,1,1,0,1,0,8.5,6.5,6.4,6.6,7.5,8.0,
8.0,274,230000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square200/444936091.jpg?k=12485b7f7ec19065678486c6dfaace3db1ad3029329872e31cb9cfcb0d523eb8&o=,0,1,0,1,1,0,0,0,0,9.2,7.6,7.8,7.8,8.6,9.2,8.1
7.2,178,250000,Quận Bình Thạnh,https://cf.bstatic.com/xdata/images/hotel/square200/480486575.jpg?k=7bc2032a16604c67c8cac6e2c1cceb9c5540ed9505017a66c48df75de8692b26&o=,0,1,1,1,0,1,1,0,0,8.1,7.2,7.1,7.2,7.9,7.8,7.8
8.8,6,250000,Quận 12,https://cf.bstatic.com/xdata/images/hotel/square200/502418580.jpg?k=7000b824274381238972f2b9a2f08b4a8ae037f8ec372934f0b77695178cbf86&o=,0,1,1,1,1,1,0,1,0,9.1,9.4,9.4,9.1,9.4,8.9,
7.4,66,255000,Quận Bình Tân,https://cf.bstatic.com/xdata/images/hotel/square200/177694196.jpg?k=f3b635d5d14712828739bacc7b8797f738ce412b73435c02c4a0004f2062c6fa&o=,0,1,1,1,1,1,0,1,1,7.9,7.1,7.3,7.3,7.6,8.0,6.3
8.0,348,258000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square200/370558283.jpg?k=233f045b9a89dfd17a6ad459e820fcd949be690d2a228784e75008a5643c383e&o=,0,1,0,0,0,0,0,0,0,8.6,7.8,8.2,8.0,8.7,9.0,9.8
8.0,343,260000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square200/479060977.jpg?k=4683ba2a9dc3a939b638f0c664b2d957b7b837da330a50512a057e60207e92a0&o=,0,1,0,1,0,1,1,1,1,8.8,8.1,8.2,8.3,8.8,9.3,9.6
6.2,8,260000,Quận 2,https://cf.bstatic.com/xdata/images/hotel/square200/494263238.jpg?k=e81b2c306208078886e260963940b41317caaa5161ea9fc5862c6cc1be2b9829&o=,0,1,0,0,0,1,0,1,0,7.5,6.3,6.6,6.6,6.9,8.4,
8.5,482,275000,Quận Phú Nhuận,https://cf.bstatic.com/xdata/images/hotel/square200/506023961.jpg?k=e7cd581dc3e1ba9e54fb2b8a6971d7d2ffa1bf1e1ef8279f81050d9126dc0f4e&o=,0,1,0,0,0,1,0,0,0,9.2,8.5,8.5,8.5,9.0,8.4,8.9
6.7,75,279000,Quận Bình Thạnh,https://cf.bstatic.com/xdata/images/hotel/square200/480735719.jpg?k=5c0b6c14cecd00b760777429c576611155aabbce219bb11b8dffc567e0482610&o=,0,1,0,1,1,1,1,1,1,8.7,7.0,7.0,7.0,7.7,8.0,6.7
8.2,22,280000,Quận Gò Vấp,https://cf.bstatic.com/xdata/images/hotel/square200/484754702.jpg?k=2fcfce93ba1aacfc2f89c1e27d3e1046dc6510d7a7fbd873ea8100c022d2dedd&o=,0,0,0,0,0,0,0,0,0,,,,,,,
5.2,16,280000,Quận Bình Thạnh,https://cf.bstatic.com/xdata/images/hotel/square200/354323517.jpg?k=2443c8a07f9e931f2450a6875f62c43096448d17d9a00ba05794884fafbb8815&o=,0,1,0,0,1,0,0,0,0,6.7,5.0,5.2,6.4,5.9,7.0,
8.8,108,695546,Quận 7,https://cf.bstatic.com/xdata/images/hotel/square200/201702265.jpg?k=a87fd84ccbe4f5b52a82f942932e65f1d4b7ec22941fc9fd81fbd7b8d01379fe&o=,0,1,0,1,1,1,1,0,1,9.0,8.6,9.1,9.2,9.0,8.8,8.8
9.4,5,1108800,Quận 2,https://cf.bstatic.com/xdata/images/hotel/square200/523586553.jpg?k=a851a1f30f2beef373b22e42cc5a3ce55e7e7adf1e6000d47965f970dfe6b4d4&o=,0,0,1,1,1,1,0,0,0,8.5,9.0,8.5,9.0,8.5,9.0,
9.7,11,1125000,Quận Bình Thạnh,https://cf.bstatic.com/xdata/images/hotel/square200/534797374.jpg?k=f1a4b6f673f1be2889a7aeb421ee9d7133f19f84923c85a6b50b8b3af5b0bbfe&o=,0,1,1,1,0,1,0,1,1,9.4,9.3,9.6,9.0,9.3,8.6,9.5
8.8,89,1136205,Quận 4,https://cf.bstatic.com/xdata/images/hotel/square200/451320564.jpg?k=d7262458ab73820fff83d2b9d2457c5f77f74cd67172d1397ea3ef3c0e29ba00&o=,0,0,1,1,1,1,0,0,1,8.8,9.1,9.1,9.0,9.1,9.4,9.0
7.0,35,1140000,Quận Bình Thạnh,https://cf.bstatic.com/xdata/images/hotel/square200/488269912.jpg?k=a1242d0b625f5b8ec65ece5e8a32e6dec55b41dda391e0381361775c7e6867a4&o=,0,0,0,1,0,1,0,1,1,7.1,7.0,7.2,7.5,7.3,8.3,7.5
6.4,270,170000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square240/220327546.jpg?k=4355e49c25eebc433d1bd88cffc983d56702265d987377786cbe53805d0df30c&o=,0,1,0,1,1,0,0,1,0,7.3,6.5,6.7,6.5,7.6,7.9,7.5
8.5,156,180000,Quận Tân Bình,https://cf.bstatic.com/xdata/images/hotel/square240/469652243.jpg?k=d6897bedfc18141f215b400b334ddaf9c48ab3b57005643c157bd33a39f763a1&o=,0,1,0,0,1,1,1,1,0,9.6,8.2,8.2,8.2,9.1,9.4,
7.0,18,220000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square240/511934386.jpg?k=ad78006b2555d6903c60ab317bb815c502af4ab8874092e6c7fbb7d1e7517f10&o=,0,1,0,1,1,1,0,1,0,8.5,6.5,6.4,6.6,7.5,8.0,
8.0,274,230000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square240/444936091.jpg?k=12485b7f7ec19065678486c6dfaace3db1ad3029329872e31cb9cfcb0d523eb8&o=,0,1,0,1,1,0,0,0,0,9.2,7.6,7.8,7.8,8.6,9.2,8.1
7.2,178,250000,Quận Bình Thạnh,https://cf.bstatic.com/xdata/images/hotel/square240/480486575.jpg?k=7bc2032a16604c67c8cac6e2c1cceb9c5540ed9505017a66c48df75de8692b26&o=,0,1,1,1,0,1,1,0,0,8.1,7.2,7.1,7.2,7.9,7.8,7.8
8.8,6,250000,Quận 12,https://cf.bstatic.com/xdata/images/hotel/square240/502418580.jpg?k=7000b824274381238972f2b9a2f08b4a8ae037f8ec372934f0b77695178cbf86&o=,0,1,1,1,1,1,0,1,0,9.1,9.4,9.4,9.1,9.4,8.9,
7.4,66,255000,Quận Bình Tân,https://cf.bstatic.com/xdata/images/hotel/square240/177694196.jpg?k=f3b635d5d14712828739bacc7b8797f738ce412b73435c02c4a0004f2062c6fa&o=,0,1,1,1,1,1,0,1,1,7.9,7.1,7.3,7.3,7.6,8.0,6.3
8.0,348,258000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square240/370558283.jpg?k=233f045b9a89dfd17a6ad459e820fcd949be690d2a228784e75008a5643c383e&o=,0,1,0,0,0,0,0,0,0,8.6,7.8,8.2,8.0,8.7,9.0,9.8
8.0,343,260000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square240/479060977.jpg?k=4683ba2a9dc3a939b638f0c664b2d957b7b837da330a50512a057e60207e92a0&o=,0,1,0,1,0,1,1,1,1,8.8,8.1,8.2,8.3,8.8,9.3,9.6
6.2,8,260000,Quận 2,https://cf.bstatic.com/xdata/images/hotel/square240/494263238.jpg?k=e81b2c306208078886e260963940b41317caaa5161ea9fc5862c6cc1be2b9829&o=,0,1,0,0,0,1,0,1,0,7.5,6.3,6.6,6.6,6.9,8.4,
8.5,482,275000,Quận Phú Nhuận,https://cf.bstatic.com/xdata/images/hotel/square240/506023961.jpg?k=e7cd581dc3e1ba9e54fb2b8a6971d7d2ffa1bf1e1ef8279f81050d9126dc0f4e&o=,0,1,0,0,0,1,0,0,0,9.2,8.5,8.5,8.5,9.0,8.4,8.9
6.7,75,279000,Quận Bình Thạnh,https://cf.bstatic.com/xdata/images/hotel/square240/480735719.jpg?k=5c0b6c14cecd00b760777429c576611155aabbce219bb11b8dffc567e0482610&o=,0,1,0,1,1,1,1,1,1,8.7,7.0,7.0,7.0,7.7,8.0,6.7
8.2,22,280000,Quận Gò Vấp,https://cf.bstatic.com/xdata/images/hotel/square240/484754702.jpg?k=2fcfce93ba1aacfc2f89c1e27d3e1046dc6510d7a7fbd873ea8100c022d2dedd&o=,0,0,0,0,0,0,0,0,0,,,,,,,
5.2,16,280000,Quận Bình Thạnh,https://cf.bstatic.com/xdata/images/hotel/square240/354323517.jpg?k=2443c8a07f9e931f2450a6875f62c43096448d17d9a00ba05794884fafbb8815&o=,0,1,0,0,1,0,0,0,0,6.7,5.0,5.2,6.4,5.9,7.0,
6.4,270,170000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square240/220327546.jpg?k=4355e49c25eebc433d1bd88cffc983d56702265d987377786cbe53805d0df30c&o=,0,1,0,1,1,0,0,1,0,7.3,6.5,6.7,6.5,7.6,7.9,7.5
8.5,156,180000,Quận Tân Bình,https://cf.bstatic.com/xdata/images/hotel/square240/469652243.jpg?k=d6897bedfc18141f215b400b334ddaf9c48ab3b57005643c157bd33a39f763a1&o=,0,1,0,0,1,1,1,1,0,9.6,8.2,8.2,8.2,9.1,9.4,
7.0,18,220000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square240/511934386.jpg?k=ad78006b2555d6903c60ab317bb815c502af4ab8874092e6c7fbb7d1e7517f10&o=,0,1,0,1,1,1,0,1,0,8.5,6.5,6.4,6.6,7.5,8.0,
8.0,274,230000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square240/444936091.jpg?k=12485b7f7ec19065678486c6dfaace3db1ad3029329872e31cb9cfcb0d523eb8&o=,0,1,0,1,1,0,0,0,0,9.2,7.6,7.8,7.8,8.6,9.2,8.1
7.2,178,250000,Quận Bình Thạnh,https://cf.bstatic.com/xdata/images/hotel/square240/480486575.jpg?k=7bc2032a16604c67c8cac6e2c1cceb9c5540ed9505017a66c48df75de8692b26&o=,0,1,1,1,0,1,1,0,0,8.1,7.2,7.1,7.2,7.9,7.8,7.8
8.8,6,250000,Quận 12,https://cf.bstatic.com/xdata/images/hotel/square240/502418580.jpg?k=7000b824274381238972f2b9a2f08b4a8ae037f8ec372934f0b77695178cbf86&o=,0,1,1,1,1,1,0,1,0,9.1,9.4,9.4,9.1,9.4,8.9,
7.4,66,255000,Quận Bình Tân,https://cf.bstatic.com/xdata/images/hotel/square240/177694196.jpg?k=f3b635d5d14712828739bacc7b8797f738ce412b73435c02c4a0004f2062c6fa&o=,0,1,1,1,1,1,0,1,1,7.9,7.1,7.3,7.3,7.6,8.0,6.3
8.0,348,258000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square240/370558283.jpg?k=233f045b9a89dfd17a6ad459e820fcd949be690d2a228784e75008a5643c383e&o=,0,1,0,0,0,0,0,0,0,8.6,7.8,8.2,8.0,8.7,9.0,9.8
8.0,343,260000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square240/479060977.jpg?k=4683ba2a9dc3a939b638f0c664b2d957b7b837da330a50512a057e60207e92a0&o=,0,1,0,1,0,1,1,1,1,8.8,8.1,8.2,8.3,8.8,9.3,9.6
6.2,8,260000,Quận 2,https://cf.bstatic.com/xdata/images/hotel/square240/494263238.jpg?k=e81b2c306208078886e260963940b41317caaa5161ea9fc5862c6cc1be2b9829&o=,0,1,0,0,0,1,0,1,0,7.5,6.3,6.6,6.6,6.9,8.4,
8.5,482,275000,Quận Phú Nhuận,https://cf.bstatic.com/xdata/images/hotel/square240/506023961.jpg?k=e7cd581dc3e1ba9e54fb2b8a6971d7d2ffa1bf1e1ef8279f81050d9126dc0f4e&o=,0,1,0,0,0,1,0,0,0,9.2,8.5,8.5,8.5,9.0,8.4,8.9
6.7,75,279000,Quận Bình Thạnh,https://cf.bstatic.com/xdata/images/hotel/square240/480735719.jpg?k=5c0b6c14cecd00b760777429c576611155aabbce219bb11b8dffc567e0482610&o=,0,1,0,1,1,1,1,1,1,8.7,7.0,7.0,7.0,7.7,8.0,6.7
8.2,22,280000,Quận Gò Vấp,https://cf.bstatic.com/xdata/images/hotel/square240/484754702.jpg?k=2fcfce93ba1aacfc2f89c1e27d3e1046dc6510d7a7fbd873ea8100c022d2dedd&o=,0,0,0,0,0,0,0,0,0,,,,,,,
